NOME_NEGOCIO,SETOR_ATIVIDADE,BAIRRO,CODIGO_CNAE,CIDADE
NOME NÃO INFORMADO,REPARAÇÃO DE ARTIGOS DO MOBILIÁRIO,SANTA MATILDE,9529105,CONSELHEIRO LAFAIETE
QUELUZ ENERGIA LIMPA,"ALUGUEL DE OUTRAS MÁQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NÃO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR",CENTRO,7739099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,SAO SEBASTIAO,4321500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,SANTA CLARA,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,FUNCIONARIOS,8650003,CONSELHEIRO LAFAIETE
IMASI,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,CARIJOS,8630503,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,RESTAURANTES E SIMILARES,CENTRO,5611201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CONSTRUÇÃO DE REDES DE ABASTECIMENTO DE ÁGUA, COLETA DE ESGOTO E CONSTRUÇÕES CORRELATAS, EXCETO OBRAS DE IRRIGAÇÃO",CARIJOS,4222701,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",QUINTAS DO IMPERADOR,4772500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSÓFICAS,CENTRO,9491000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,AGÊNCIAS DE VIAGENS,JARDIM AMERICA,7911200,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,GUARDA-MÓVEIS,SAO SEBASTIAO,5211702,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE,CARIJOS,9329899,CONSELHEIRO LAFAIETE
ANA CLARA JOVIANO REABILITACAO ESPECIALIZADA LTDA,ATIVIDADES DE FISIOTERAPIA,NOVO HORIZONTE,8650004,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,SION,9602502,CONSELHEIRO LAFAIETE
ASTRO,RESTAURANTES E SIMILARES,CAMPO ALEGRE,5611201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE TATUAGEM E COLOCAÇÃO DE PIERCING,SAO JOAO,9609206,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",SIDERURGICO,4712100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,CENTRO,4789099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA AS INDÚSTRIAS DE ALIMENTOS, BEBIDAS E FUMO",BELA VISTA,3314719,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,ARCADIA,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",PAULO VI,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,SAO JOAO,8630503,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,ROCHEDO,9700500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE LIMPEZA NÃO ESPECIFICADAS ANTERIORMENTE,ROCHEDO,8129000,CONSELHEIRO LAFAIETE
VIVENCIE SAUDE LTDA,ATIVIDADES DE FISIOTERAPIA,CARIJOS,8650004,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,GIGANTE,4399103,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,CAMPO ALEGRE,8599604,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,MORADA DO SOL,9700500,CONSELHEIRO LAFAIETE
BEMOLAR,ATIVIDADE ODONTOLÓGICA,MUSEU,8630504,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"ALUGUEL DE MÓVEIS, UTENSÍLIOS E APARELHOS DE USO DOMÉSTICO E PESSOAL; INSTRUMENTOS MUSICAIS",SANTA TEREZINHA,7729202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO,MANOEL DE PAULA,4752100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",SATELITE,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,SAGRADO CORACAO DE JESUS,8599604,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA,CAMPO ALEGRE,4774100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,PARQUE DAS ACACIAS,4742300,CONSELHEIRO LAFAIETE
RESIDENCIAL SANTO AGOSTINHO,CONDOMÍNIOS PREDIAIS,SANTO AGOSTINHO,8112500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE FISIOTERAPIA,MUSEU,8650004,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,OSCAR CORREA,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,CAMPO ALEGRE,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",EXPEDICIONARIOS,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",SANTA MATILDE,4789001,CONSELHEIRO LAFAIETE
DOMINUS STORE,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,CENTRO,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,PARQUE BANDEIRANTES,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",SAO JUDAS TADEU,5611203,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,SAGRADO CORACAO DE JESUS,4321500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",SAO DIMAS,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,SION,4520001,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,CACHOEIRA,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,PAULO VI,5620104,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",AREAL,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,SAO SEBASTIAO,6462000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,MOINHOS,4520001,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MONTAGEM DE MÓVEIS DE QUALQUER MATERIAL,CARIJOS,3329501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,PROGRESSO,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,CONDOMÍNIOS PREDIAIS,SAO DIMAS,8112500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,ALBINOPOLIS,9700500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,ROSARIO,8599604,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ATENDIMENTO EM PRONTO-SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGÊNCIAS,CENTRO,8610102,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,MUSEU,4763601,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,GIGANTE,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,SAO JOAO,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,SAO DIMAS,9700500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,REPARAÇÃO DE ARTIGOS DO MOBILIÁRIO,SANTA MARIA,9529105,CONSELHEIRO LAFAIETE
INGRID ROCHA SERVICOS MEDICOS,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,CAMPO ALEGRE,8630503,CONSELHEIRO LAFAIETE
E.V.E. CONSULTORIA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,ALBINOPOLIS,8211300,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,TRANSPORTE ESCOLAR,SANTA MATILDE,4924800,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSÓFICAS,CHAPADA,9491000,CONSELHEIRO LAFAIETE
VRMM EMPREENDIMENTOS,HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,SANTA MATILDE,6462000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,MORADA DO SOL,1091102,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE ENGENHARIA,PARQUE BANDEIRANTES,7112000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",ANGELICA,4929902,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE OUTROS PRODUTOS TÊXTEIS NÃO ESPECIFICADOS ANTERIORMENTE,ALVORADA,1359600,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",PAULO VI,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ENSINO DE ARTE E CULTURA NÃO ESPECIFICADO ANTERIORMENTE,PROGRESSO,8592999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",SANTA MARIA,9602501,CONSELHEIRO LAFAIETE
ACONCHEGO TERAPEUTICO KIDS,ATIVIDADES DE TERAPIA OCUPACIONAL,ROCHEDO,8650005,CONSELHEIRO LAFAIETE
DELICIAS DA RO,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,ROCHEDO,1091102,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,CENTRO,4789099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",SANTA MATILDE,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE PRODUTOS DIVERSOS NÃO ESPECIFICADOS ANTERIORMENTE,SANTA MATILDE,3299099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,SANTA MATILDE,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,ANGELICA,9602502,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,SANTA MARIA,9700500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,CENTRO,1091102,CONSELHEIRO LAFAIETE
GGS PATRIMONIAL,HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,MUSEU,6462000,CONSELHEIRO LAFAIETE
LD CONSULTORIA,LOCAÇÃO DE MÃO-DE-OBRA TEMPORÁRIA,CAMPO ALEGRE,7820500,CONSELHEIRO LAFAIETE
CUPRIC REPRESENTACOES,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MADEIRA, MATERIAL DE CONSTRUÇÃO E FERRAGENS",SANTO AGOSTINHO,4613300,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,SAO MARCOS,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FABRICAÇÃO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES,ARCADIA,1093701,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",SANTA MARIA,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,SAO SEBASTIAO,8630503,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,OURO VERDE,4789099,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ENSINO DE ARTE E CULTURA NÃO ESPECIFICADO ANTERIORMENTE,SAO JOAO,8592999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO ELÉTRICA DE VEÍCULOS AUTOMOTORES,ROCHEDO,4520003,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ,NOVO HORIZONTE,5620102,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"CABELEIREIROS, MANICURE E PEDICURE",SIDERURGICO,9602501,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"EDIÇÃO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRÁFICOS",JARDIM ELDORADO,5819100,CONSELHEIRO LAFAIETE
RODOBRUNO SEMINOVOS,LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR,CARIJOS,7711000,CONSELHEIRO LAFAIETE
SOLVER ACADEMY,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,CAMPO ALEGRE,8599604,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE FRANQUEADAS DO CORREIO NACIONAL,PAULO VI,5310502,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DOMÉSTICOS,REAL DE QUELUZ,9700500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",SANTA EFIGENIA,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS,REZENDE,5620101,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",LOURDES,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,CACHOEIRA,9511800,CONSELHEIRO LAFAIETE
CAHNUT SUPLEMENTOS,COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE,MANOEL CORREA,4729699,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,CENTRO,4755502,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,SANTA EFIGENIA,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,JARDIM DO SOL,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,ARCADIA,4321500,CONSELHEIRO LAFAIETE
ESCOLA INFANTIL SONHO ENCANTADO,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,SAO JOAO,8512100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ENSINO DE IDIOMAS,ANGELICA,8593700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PROMOÇÃO DE VENDAS,ANGELICA,7319002,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",JARDIM AMERICA,4772500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,SANTA EFIGENIA,8219999,CONSELHEIRO LAFAIETE
AGROPECUARIA SAO JORGE BUARQUE,COMÉRCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMAÇÃO,BUARQUE DE MACEDO,4789004,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,SAGRADO CORACAO DE JESUS,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE ENGENHARIA,FONTE GRANDE,7112000,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",SAO SEBASTIAO,4789001,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",ROCHEDO,5611203,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,JARDIM AMERICA,4321500,CONSELHEIRO LAFAIETE
RESIDENCIAL ANDORINHAS SPE,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,VILA DAS ANDORINHAS,4110700,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,SAO JOAO,9602502,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,LIMA DIAS,4781400,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",LOURDES,4712100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",MUSEU,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,TRANSPORTE ESCOLAR,SANTA MATILDE,4924800,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",SANTA TEREZINHA,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE BORRACHARIA PARA VEÍCULOS AUTOMOTORES,BARREIRA,4520006,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",CHAPADA,4712100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,MANOEL CORREA,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL.",CIDADE JARDIM,4930201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,JARDIM MONTE VERDE,5620104,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,SANTA CLARA,8219999,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,QUELUZ,5320201,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"EDIÇÃO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRÁFICOS",BOM PASTOR,5819100,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,SANTA EFIGENIA,5620104,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL,SANTA CLARA,3314707,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,OBRAS DE ALVENARIA,LIMA DIAS,4399103,CONSELHEIRO LAFAIETE
FRIGOSOUZA,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,SANTA MATILDE,4722901,CONSELHEIRO LAFAIETE
AUTO IMPACTO,"COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS USADOS",JARDIM AMERICA,4511102,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,SERVIÇOS DE ENTREGA RÁPIDA,SION,5320202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",SANTA MARIA,4930202,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,CARGA E DESCARGA,SANTA CRUZ,5212500,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,CENTRO,8630503,CONSELHEIRO LAFAIETE
FRIGORIFICO NOVA ALIANCA,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,SANTO ANTONIO,4722901,CONSELHEIRO LAFAIETE
FRIOS DILETO,PREPARAÇÃO DE SUBPRODUTOS DO ABATE,MUSEU,1013902,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO,MUSEU,4753900,CONSELHEIRO LAFAIETE
FUNERARIA BOM PASTOR,SERVIÇOS DE FUNERÁRIAS,GIGANTE,9603304,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,"DISCOTECAS, DANCETERIAS, SALÕES DE DANÇA E SIMILARES",SAO JOAO,9329801,CONSELHEIRO LAFAIETE
DETONACAO,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,ANGELICA,4761003,CONSELHEIRO LAFAIETE
VIDROS QUELUZ,COMÉRCIO VAREJISTA DE VIDROS,ALBINOPOLIS,4743100,CONSELHEIRO LAFAIETE
MARSHMALLOW,RESTAURANTES E SIMILARES,CENTRO,5611201,CONSELHEIRO LAFAIETE
CLIDENT,ATIVIDADE ODONTOLÓGICA,CENTRO,8630504,CONSELHEIRO LAFAIETE
NOME NÃO INFORMADO,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,SAO SEBASTIAO,8630503,CONSELHEIRO LAFAIETE
HELIO'S PASTEIS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",CENTRO,5611203,CONSELHEIRO LAFAIETE
